%eval_id             x1             x2         obj_fn 
     574   0.7833295741   0.6165435254  0.04780943639 
     575   0.7806568819   0.6138708332  0.05008779809 
     576   0.7833295741    0.611198141  0.04752547718 
     577   0.7853340932   0.6138708332  0.04691020322 
     578   0.7880067854   0.6138708332  0.04995923122 
     579   0.7853340932   0.6165435254  0.04608569977 
     580   0.7888976828   0.6165435254  0.04794680713 
     581   0.7853340932    0.620107115  0.04720871673 
     582   0.7817705036   0.6165435254  0.05051683721 
     583   0.7853340932   0.6129799358  0.04750251698 
     584   0.7880067854   0.6165435254  0.04688696375 
     585   0.7853340932   0.6192162176  0.04668985304 
     586    0.782661401   0.6165435254  0.04882381556 
     587   0.7853340932   0.6138708332  0.04691020322 
     588   0.7873386124   0.6165435254  0.04635286176 
     589   0.7853340932   0.6185480446  0.04640487816 
     590   0.7833295741   0.6165435254  0.04780943639 
     591   0.7853340932   0.6145390063  0.04657014079 
     592   0.7868374826   0.6165435254  0.04609859392 
     593   0.7853340932   0.6180469148  0.04624974424 
     594   0.7838307039   0.6165435254   0.0471926853 
     595   0.7853340932   0.6150401361  0.04637369122 
     596   0.7864616352   0.6165435254  0.04599003129 
     597   0.7879650246   0.6165435254  0.04684704145 
     598   0.7864616352   0.6180469148  0.04562119467 
     599   0.7884661544   0.6180469148  0.04606568253 
     600   0.7864616352   0.6200514339  0.04583257949 
     601   0.7844571161   0.6180469148  0.04717373448 
     602   0.7864616352   0.6160423956  0.04621342926 
     603   0.7879650246   0.6180469148  0.04576650743 
     604   0.7864616352   0.6195503041  0.04570439396 
     605   0.7849582459   0.6180469148  0.04659920918 
     606   0.7864616352   0.6165435254  0.04599003129 
     607   0.7875891773   0.6180469148  0.04562451644 
     608   0.7864616352   0.6191744568  0.04564121577 
     609   0.7853340932   0.6180469148  0.04624974424 
     610   0.7864616352   0.6169193728  0.04585544377 
     611   0.7873072918   0.6180469148  0.04556430005 
     612   0.7884348338   0.6180469148  0.04604330202 
     613   0.7873072918   0.6191744568  0.04528419924 
     614   0.7888106811   0.6191744568  0.04552985753 
     615   0.7873072918   0.6206778462  0.04530626293 
     616   0.7858039024   0.6191744568  0.04616445844 
     617   0.7873072918   0.6176710674  0.04571417147 
     618   0.7884348338   0.6191744568  0.04536253695 
     619   0.7873072918   0.6203019988  0.04525836864 
     620   0.7888106811   0.6203019988  0.04496968048 
     621   0.7908152003   0.6203019988  0.04634571399 
     622   0.7888106811    0.622306518  0.04460163783 
     623   0.7914833733    0.622306518    0.045192657 
     624   0.7888106811   0.6249792102  0.04536098893 
     625   0.7861379889    0.622306518  0.04758044299 
     626   0.7888106811   0.6196338258  0.04527094345 
     627   0.7908152003    0.622306518  0.04470825332 
     628   0.7888106811   0.6243110371  0.04503721458 
     629    0.786806162    0.622306518  0.04650304602 
     630   0.7888106811   0.6203019988  0.04496968048 
     631   0.7903140705    0.622306518  0.04449251295 
     632   0.7923185896    0.622306518  0.04611516334 
     633   0.7903140705   0.6243110371  0.04397632824 
     634   0.7929867627   0.6243110371  0.04489478103 
     635   0.7903140705   0.6269837293  0.04453815658 
     636   0.7876413783   0.6243110371  0.04664232237 
     637   0.7903140705   0.6216383449  0.04484315662 
     638   0.7923185896   0.6243110371  0.04432714431 
     639   0.7903140705   0.6263155563  0.04426376293 
     640   0.7883095513   0.6243110371  0.04564176105 
     641   0.7903140705    0.622306518  0.04449251295 
     642   0.7918174599   0.6243110371  0.04404958109 
     643   0.7903140705   0.6258144265  0.04411656493 
     644   0.7888106811   0.6243110371  0.04503721458 
     645   0.7903140705   0.6228076478  0.04428812745 
     646   0.7914416125   0.6243110371  0.04392458974 
     647   0.7929450019   0.6243110371   0.0448526799 
     648   0.7914416125   0.6258144265  0.04352856865 
     649   0.7934461317   0.6258144265  0.04406500942 
     650   0.7914416125   0.6278189456  0.04370370752 
     651   0.7894370934   0.6258144265  0.04501455998 
     652   0.7914416125   0.6238099073  0.04415704919 
     653   0.7929450019   0.6258144265  0.04374045916 
     654   0.7914416125   0.6273178159  0.04358458348 
     655   0.7899382232   0.6258144265   0.0444542954 
     656   0.7914416125   0.6243110371  0.04392458974 
     657   0.7925691545   0.6258144265  0.04358048183 
     658   0.7914416125   0.6269419685  0.04352820141 
     659   0.7929450019   0.6269419685  0.04320294218 
     660    0.794949521   0.6269419685  0.04454847217 
     661   0.7929450019   0.6289464877  0.04287518409 
     662   0.7956176941   0.6289464877  0.04342132138 
     663   0.7929450019   0.6316191799  0.04368824793 
     664   0.7902723097   0.6289464877  0.04593595473 
     665   0.7929450019   0.6262737955  0.04349077697 
     666    0.794949521   0.6289464877  0.04294465122 
     667   0.7929450019   0.6309510068   0.0433510454 
     668   0.7909404827   0.6289464877  0.04483460016 
     669   0.7929450019   0.6269419685  0.04320294218 
     670   0.7944483912   0.6289464877  0.04273623799 
     671   0.7964529104   0.6289464877  0.04433743712 
     672   0.7944483912   0.6309510068  0.04225535421 
     673   0.7971210834   0.6309510068  0.04314100811 
     674   0.7944483912    0.633623699  0.04286425045 
     675    0.791775699   0.6309510068  0.04499133739 
     676   0.7944483912   0.6282783146  0.04307511468 
     677   0.7964529104   0.6309510068  0.04257807417 
     678   0.7944483912    0.632955526  0.04257808982 
     679   0.7924438721   0.6309510068  0.04396980259 
     680   0.7944483912   0.6289464877  0.04273623799 
     681   0.7959517806   0.6309510068  0.04230556941 
     682   0.7944483912   0.6324543962   0.0424220666 
     683   0.7929450019   0.6309510068   0.0433510454 
     684   0.7944483912   0.6294476175  0.04254067773 
     685   0.7955759333   0.6309510068  0.04218523245 
     686   0.7970793226   0.6309510068  0.04309913249 
     687   0.7955759333   0.6324543962  0.04181288377 
     688   0.7975804524   0.6324543962  0.04232804712 
     689   0.7955759333   0.6344589153  0.04201958584 
     690   0.7935714141   0.6324543962  0.04334111693 
     691   0.7955759333    0.630449877  0.04240980111 
     692   0.7970793226   0.6324543962  0.04200684644 
     693   0.7955759333   0.6339577855  0.04189257101 
     694   0.7940725439   0.6324543962  0.04276833085 
     695   0.7955759333   0.6309510068  0.04218523245 
     696   0.7967034753   0.6324543962  0.04185024367 
     697   0.7955759333   0.6335819382  0.04183027083 
     698   0.7944483912   0.6324543962   0.0424220666 
     699   0.7955759333   0.6313268542  0.04204976692 
     700   0.7964215898   0.6324543962  0.04178014059 
     701   0.7975491318   0.6324543962  0.04230420482 
     702   0.7964215898   0.6335819382   0.0414939295 
     703   0.7979249791   0.6335819382  0.04179676177 
     704   0.7964215898   0.6350853276  0.04150784614 
     705   0.7949182004   0.6335819382  0.04234313901 
     706   0.7964215898   0.6320785488  0.04193204878 
     707   0.7975491318   0.6335819382  0.04161269447 
     708   0.7964215898   0.6347094802  0.04146198861 
     709   0.7979249791   0.6347094802  0.04122429445 
     710   0.7999294983   0.6347094802  0.04270908619 
     711   0.7979249791   0.6367139994  0.04083440242 
     712   0.8005976713   0.6367139994  0.04156128129 
     713   0.7979249791   0.6393866916  0.04156462102 
     714   0.7952522869   0.6367139994  0.04376014845 
     715   0.7979249791   0.6340413072  0.04153284054 
     716   0.7999294983   0.6367139994   0.0410351273 
     717   0.7979249791   0.6387185185  0.04124812981 
     718     0.79592046   0.6367139994  0.04268827654 
     719   0.7979249791   0.6347094802  0.04122429445 
     720   0.7994283685   0.6367139994  0.04079148351 
     721   0.8014328877   0.6367139994  0.04254329039 
     722   0.7994283685   0.6387185185  0.04024246278 
     723   0.8021010607   0.6387185185   0.0413240023 
     724   0.7994283685   0.6413912107  0.04076050978 
     725   0.7967556763   0.6387185185  0.04282840566 
     726   0.7994283685   0.6360458263  0.04115307251 
     727   0.8014328877   0.6387185185  0.04070778649 
     728   0.7994283685   0.6407230377  0.04049706146 
     729   0.7974238494   0.6387185185  0.04184009541 
     730   0.7994283685   0.6367139994  0.04079148351 
     731   0.8009317579   0.6387185185  0.04039720791 
     732   0.7994283685   0.6402219079  0.04035807247 
     733   0.7979249791   0.6387185185  0.04124812981 
     734   0.7994283685   0.6372151292  0.04057888901 
     735   0.8005559105   0.6387185185  0.04024937633 
     736   0.7994283685   0.6398460606  0.04028679168 
     737   0.7983008265   0.6387185185  0.04088828081 
     738   0.7994283685   0.6375909765  0.04045240409 
     739    0.800274025   0.6387185185  0.04018630391 
     740    0.801401567   0.6387185185  0.04068457213 
     741    0.800274025   0.6398460606  0.03992556532 
     742   0.8017774144   0.6398460606  0.04019277054 
     743    0.800274025   0.6413494499   0.0399734453 
     744   0.7987706357   0.6398460606  0.04082142195 
     745    0.800274025   0.6383426712  0.04032972126 
     746    0.801401567   0.6398460606  0.04001657516 
     747    0.800274025   0.6409736026  0.03991909694 
     748   0.8017774144   0.6409736026  0.03964316357 
     749   0.8037819335   0.6409736026  0.04109416634 
     750   0.8017774144   0.6429781217  0.03929391215 
     751   0.8044501066   0.6429781217  0.03997186225 
     752   0.8017774144   0.6456508139  0.04007831824 
     753   0.7991047222   0.6429781217  0.04230351512 
     754   0.8017774144   0.6403054295  0.03993816279 
     755   0.8037819335   0.6429781217  0.03945465627 
     756   0.8017774144   0.6449826409  0.03974828015 
     757   0.7997728952   0.6429781217  0.04120741412 
     758   0.8017774144   0.6409736026  0.03964316357 
     759   0.8032808038   0.6429781217  0.03921916169 
     760   0.8052853229   0.6429781217    0.040945772 
     761   0.8032808038   0.6449826409  0.03870613774 
     762    0.805953496   0.6449826409  0.03975021743 
     763   0.8032808038   0.6476553331  0.03927218043 
     764   0.8006081116   0.6449826409  0.04136456789 
     765   0.8032808038   0.6423099487  0.03956875177 
     766   0.8052853229   0.6449826409  0.03914007309 
     767   0.8032808038     0.64698716  0.03899673319 
     768   0.8012762846   0.6449826409  0.04035486166 
     769   0.8032808038   0.6429781217  0.03921916169 
     770   0.8047841931   0.6449826409  0.03883549037 
     771   0.8032808038   0.6464860302    0.038848745 
     772   0.8017774144   0.6449826409  0.03974828015 
     773   0.8032808038   0.6434792515  0.03901556638 
     774   0.8044083458   0.6449826409  0.03869296618 
     775   0.8059117351   0.6449826409  0.03970524241 
     776   0.8044083458   0.6464860302  0.03829052352 
     777   0.8064128649   0.6464860302  0.03893191909 
     778   0.8044083458   0.6484905494  0.03845710029 
     779   0.8024038266   0.6464860302  0.03973811143 
     780   0.8044083458   0.6444815111  0.03892756616 
     781   0.8059117351   0.6464860302  0.03857487724 
     782   0.8044083458   0.6479894196  0.03834011678 
     783   0.8029049564   0.6464860302  0.03918122222 
     784   0.8044083458   0.6449826409  0.03869296618 
     785   0.8055358878   0.6464860302  0.03839326877 
     786   0.8044083458   0.6476135723   0.0382853401 
     787   0.8059117351   0.6476135723  0.03802375193 
     788   0.8079162543   0.6476135723  0.03951259189 
     789   0.8059117351   0.6496180914  0.03767180126 
     790   0.8085844273   0.6496180914   0.0383961053 
     791   0.8059117351   0.6522907836  0.03845260834 
     792   0.8032390429   0.6496180914  0.04067305294 
     793   0.8059117351   0.6469453992  0.03831965091 
     794   0.8079162543   0.6496180914  0.03786373774 
     795   0.8059117351   0.6516226106     0.03812347 
     796    0.803907216   0.6496180914  0.03957548737 
     797   0.8059117351   0.6476135723  0.03802375193 
     798   0.8074151245   0.6496180914  0.03761843665 
     799   0.8094196437   0.6496180914  0.03939232413 
     800   0.8074151245   0.6516226106  0.03709772981 
     801   0.8100878167   0.6516226106  0.03820076341 
     802   0.8074151245   0.6542953028  0.03765352865 
     803   0.8047424323   0.6516226106  0.03973531527 
     804   0.8074151245   0.6489499184  0.03797058768 
     805   0.8094196437   0.6516226106   0.0375722975 
     806   0.8074151245   0.6536271297  0.03738064237 
     807   0.8054106054   0.6516226106  0.03872725783 
     808   0.8074151245   0.6496180914  0.03761843665 
     809   0.8089185139   0.6516226106  0.03725554266 
     810   0.8074151245   0.6531259999  0.03723457491 
     811   0.8059117351   0.6516226106     0.03812347 
     812   0.8074151245   0.6501192212  0.03741292062 
     813   0.8085426665   0.6516226106  0.03710477113 
     814   0.8074151245   0.6527501526  0.03715798527 
     815   0.8062875825   0.6516226106  0.03775643682 
     816   0.8074151245   0.6504950685  0.03729174455 
     817    0.808260781   0.6516226106  0.03704044494 
     818    0.809388323   0.6516226106  0.03754862153 
     819    0.808260781   0.6527501526  0.03679258672 
     820   0.8097641704   0.6527501526   0.0370704896 
     821    0.808260781    0.654253542  0.03685764053 
     822   0.8067573917   0.6527501526  0.03770092323 
     823    0.808260781   0.6512467632  0.03717956884 
     824    0.809388323   0.6527501526  0.03688944335 
     825    0.808260781   0.6538776946  0.03679899871 
     826    0.807133239   0.6527501526   0.0373629895 
     827    0.808260781   0.6516226106  0.03704044494 
     828   0.8091064375   0.6527501526  0.03680252151 
     829    0.808260781   0.6535958091  0.03677355788 
     830    0.809388323   0.6535958091  0.03656192453 
     831   0.8108917124   0.6535958091  0.03732184697 
     832    0.809388323   0.6550991985  0.03633282192 
     833   0.8113928422   0.6550991985  0.03663486317 
     834    0.809388323   0.6571037176  0.03673051874 
     835   0.8073838039   0.6550991985  0.03814467126 
     836    0.809388323   0.6530946793   0.0367387445 
     837   0.8108917124   0.6550991985  0.03636031959 
     838    0.809388323   0.6566025878  0.03655575522 
     839   0.8078849337   0.6550991985  0.03749438692 
     840    0.809388323   0.6535958091  0.03656192453 
     841   0.8105158651   0.6550991985  0.03624160945 
     842   0.8120192544   0.6550991985  0.03716523911 
     843   0.8105158651   0.6566025878  0.03591535159 
     844   0.8125203842   0.6566025878  0.03643511039 
     845   0.8105158651    0.658607107   0.0361835081 
     846   0.8085113459   0.6566025878  0.03751587401 
     847   0.8105158651   0.6545980687  0.03645081449 
     848   0.8120192544   0.6566025878   0.0361055371 
     849   0.8105158651   0.6581059772  0.03604112965 
     850   0.8090124757   0.6566025878  0.03691782347 
     851   0.8105158651   0.6550991985  0.03624160945 
     852   0.8116434071   0.6566025878   0.0359458175 
     853   0.8105158651   0.6577301299  0.03596730677 
     854    0.809388323   0.6566025878  0.03655575522 
     855   0.8105158651   0.6554750458  0.03611766662 
     856   0.8113615216   0.6566025878  0.03587515447 
     857   0.8124890636   0.6566025878  0.03641060353 
     858   0.8113615216   0.6577301299  0.03561781333 
     859   0.8128649109   0.6577301299   0.0359311187 
     860   0.8113615216   0.6592335192  0.03567022323 
     861   0.8098581322   0.6577301299   0.0364998659 
     862   0.8113615216   0.6562267405  0.03601743934 
     863   0.8124890636   0.6577301299  0.03574036558 
     864   0.8113615216   0.6588576719  0.03561474239 
     865   0.8128649109   0.6588576719  0.03537739125 
     866   0.8148694301   0.6588576719  0.03693023167 
     867   0.8128649109    0.660862191  0.03502081456 
     868   0.8155376031    0.660862191  0.03582361956 
     869   0.8128649109   0.6635348832   0.0357954536 
     870   0.8101922187    0.660862191  0.03800792003 
     871   0.8128649109   0.6581894988  0.03567483224 
     872   0.8148694301    0.660862191  0.03526557607 
     873   0.8128649109   0.6628667102  0.03546785727 
     874   0.8108603918    0.660862191  0.03690787518 
     875   0.8128649109   0.6588576719  0.03537739125 
     876   0.8143683003    0.660862191  0.03500366767 
     877   0.8163728195    0.660862191  0.03685761805 
     878   0.8143683003   0.6628667102  0.03446995324 
     879   0.8170409925   0.6628667102   0.0356729268 
     880   0.8143683003   0.6655394024  0.03500840863 
     881   0.8116956081   0.6628667102   0.0370721327 
     882   0.8143683003    0.660194018  0.03536015457 
     883   0.8163728195   0.6628667102  0.03501340841 
     884   0.8143683003   0.6648712293  0.03473985822 
     885   0.8123637812   0.6628667102  0.03606689413 
     886   0.8143683003    0.660862191  0.03500366767 
     887   0.8158716897   0.6628667102  0.03467602119 
     888   0.8143683003   0.6643700995  0.03459704265 
     889   0.8128649109   0.6628667102  0.03546785727 
     890   0.8143683003   0.6613633208  0.03479489974 
     891   0.8154958423   0.6628667102  0.03451126851 
     892   0.8143683003   0.6639942522  0.03452289193 
     893   0.8132407583   0.6628667102  0.03510587196 
     894   0.8143683003   0.6617391682  0.03467128475 
     895   0.8152139568   0.6628667102  0.03443729575 
     896   0.8163414989   0.6628667102  0.03498837623 
     897   0.8152139568   0.6639942522  0.03417946878 
     898   0.8167173462   0.6639942522  0.03451242272 
     899   0.8152139568   0.6654976416  0.03423123092 
     900   0.8137105675   0.6639942522  0.03505320508 
     901   0.8152139568   0.6624908628  0.03457974256 
     902   0.8163414989   0.6639942522  0.03431569333 
     903   0.8152139568   0.6651217942  0.03417591202 
     904   0.8167173462   0.6651217942  0.03395559729 
     905   0.8187218653   0.6651217942  0.03554883519 
     906   0.8167173462   0.6671263134  0.03359351307 
     907   0.8193900384   0.6671263134   0.0344464279 
     908   0.8167173462   0.6697990056  0.03436080874 
     909    0.814044654   0.6671263134  0.03656642358 
     910   0.8167173462   0.6644536212  0.03425487412 
     911   0.8187218653   0.6671263134  0.03387248028 
     912   0.8167173462   0.6691308325  0.03403504825 
     913    0.814712827   0.6671263134   0.0354665701 
     914   0.8167173462   0.6651217942  0.03395559729 
     915   0.8182207356   0.6671263134  0.03360012243 
     916   0.8167173462   0.6686297027  0.03384932514 
     917   0.8152139568   0.6671263134  0.03479741655 
     918   0.8167173462    0.665622924  0.03378973691 
     919   0.8178448882   0.6671263134  0.03348462014 
     920   0.8193482776   0.6671263134  0.03440348835 
     921   0.8178448882   0.6686297027  0.03318627159 
     922   0.8198494074   0.6686297027  0.03369563415 
     923   0.8178448882   0.6706342219  0.03349164049 
     924   0.8158403691   0.6686297027  0.03483540357 
     925   0.8178448882   0.6666251836  0.03368452209 
     926   0.8193482776   0.6686297027  0.03336506968 
     927   0.8178448882   0.6701330921  0.03333995894 
     928   0.8163414989   0.6686297027  0.03422162588 
     929   0.8178448882   0.6671263134  0.03348462014 
     930   0.8189724302   0.6686297027   0.0332061785 
     931   0.8178448882   0.6697572448  0.03325915874 
     932   0.8167173462   0.6686297027  0.03384932514 
     933   0.8178448882   0.6675021607  0.03336765464 
     934   0.8186905447   0.6686297027  0.03313702031 
     935   0.8198180868   0.6686297027  0.03367099514 
     936   0.8186905447   0.6697572448  0.03289781582 
     937   0.8201939341   0.6697572448  0.03320688151 
     938   0.8186905447   0.6712606341  0.03297440792 
     939   0.8171871554   0.6697572448   0.0338056367 
     940   0.8186905447   0.6682538554  0.03327325963 
     941   0.8198180868   0.6697572448  0.03301516672 
     942   0.8186905447   0.6708847868  0.03291288153 
     943   0.8175630027   0.6697572448  0.03346496336 
     944   0.8186905447   0.6686297027  0.03313702031 
     945   0.8195362012   0.6697572448   0.0329215032 
     946   0.8186905447   0.6706029013  0.03288527727 
     947   0.8198180868   0.6706029013  0.03269016023 
     948   0.8213214761   0.6706029013  0.03349898273 
     949   0.8198180868   0.6721062906  0.03246552397 
     950   0.8218226059   0.6721062906  0.03282703233 
     951   0.8198180868   0.6741108098  0.03286917594 
     952   0.8178135676   0.6721062906  0.03427250351 
     953   0.8198180868   0.6701017715  0.03286549141 
     954   0.8213214761   0.6721062906  0.03253249244 
     955   0.8198180868     0.67360968  0.03269292363 
     956   0.8183146974   0.6721062906  0.03361832915 
     957   0.8198180868   0.6706029013  0.03269016023 
     958   0.8209456288   0.6721062906   0.0324010308 
     959   0.8224490181   0.6721062906  0.03338722031 
     960   0.8209456288     0.67360968  0.03207216736 
     961   0.8229501479     0.67360968  0.03266962049 
     962   0.8209456288   0.6756141992  0.03233684975 
     963   0.8189411096     0.67360968  0.03364970614 
     964   0.8209456288   0.6716051609  0.03261110437 
     965   0.8224490181     0.67360968  0.03231548347 
     966   0.8209456288   0.6751130694  0.03219533983 
     967   0.8194422394     0.67360968  0.03305228341 
     968   0.8209456288   0.6721062906   0.0324010308 
     969   0.8220731708     0.67360968  0.03213959143 
     970   0.8209456288    0.674737222  0.03212216835 
     971   0.8198180868     0.67360968  0.03269292363 
     972   0.8209456288    0.672482138  0.03227643657 
     973   0.8217912853     0.67360968  0.03205806401 
     974   0.8229188273     0.67360968  0.03264347789 
     975   0.8217912853    0.674737222  0.03179479071 
     976   0.8232946747    0.674737222  0.03217150293 
     977   0.8217912853   0.6762406114  0.03183929107 
     978   0.8202878959    0.674737222  0.03264425905 
     979   0.8217912853   0.6732338327  0.03220232626 
     980   0.8229188273    0.674737222  0.03196200382 
     981   0.8217912853   0.6758647641  0.03178578761 
     982   0.8232946747   0.6758647641  0.03160477138 
     983   0.8252991938   0.6758647641  0.03328081829 
     984   0.8232946747   0.6778692832  0.03122507629 
     985   0.8259673669   0.6778692832  0.03218205107 
     986   0.8232946747   0.6805419754   0.0319688908 
     987   0.8206219825   0.6778692832  0.03415569547 
     988   0.8232946747    0.675196591   0.0319099185 
     989   0.8252991938   0.6778692832  0.03157628117 
     990   0.8232946747   0.6798738024   0.0316490006 
     991   0.8212901555   0.6778692832  0.03306064049 
     992   0.8232946747   0.6758647641  0.03160477138 
     993    0.824798064   0.6778692832  0.03128259962 
     994   0.8232946747   0.6793726726   0.0314676802 
     995   0.8217912853   0.6778692832  0.03239760977 
     996   0.8232946747   0.6763658938  0.03143450829 
     997   0.8244222167   0.6778692832  0.03115253366 
     998    0.825925606   0.6778692832  0.03213700902 
     999   0.8244222167   0.6793726726  0.03083651717 
    1000   0.8264267358   0.6793726726  0.03142978875 
    1001   0.8244222167   0.6813771917  0.03111832882 
    1002   0.8224176975   0.6793726726  0.03243655649 
    1003   0.8244222167   0.6773681534  0.03135832492 
    1004    0.825925606   0.6793726726  0.03107497604 
    1005   0.8244222167   0.6808760619  0.03097253659 
    1006   0.8229188273   0.6793726726  0.03183179489 
    1007   0.8244222167   0.6778692832  0.03115253366 
    1008   0.8255497587   0.6793726726  0.03089933071 
    1009   0.8244222167   0.6805002146  0.03089615337 
    1010   0.8232946747   0.6793726726   0.0314676802 
    1011   0.8244222167   0.6782451305  0.03103115117 
    1012   0.8252678732   0.6793726726  0.03081841187 
    1013   0.8263954152   0.6793726726  0.03140357027 
    1014   0.8252678732   0.6805002146   0.0305634478 
    1015   0.8267712626   0.6805002146  0.03093875416 
    1016   0.8252678732    0.682003604  0.03061902712 
    1017   0.8237644838   0.6805002146  0.03142464237 
    1018   0.8252678732   0.6789968252  0.03095990439 
    1019   0.8263954152   0.6805002146  0.03072863743 
    1020   0.8252678732   0.6816277566  0.03056275392 
    1021   0.8267712626   0.6816277566  0.03037797452 
    1022   0.8287757817   0.6816277566  0.03206510681 
    1023   0.8267712626   0.6836322758   0.0300088606 
    1024   0.8294439548   0.6836322758  0.03097726561 
    1025   0.8267712626    0.686304968  0.03076678333 
    1026   0.8240985704   0.6836322758  0.03296075666 
    1027   0.8267712626   0.6809595836  0.03067959459 
    1028   0.8287757817   0.6836322758  0.03036556316 
    1029   0.8267712626   0.6856367949  0.03044336608 
    1030   0.8247667434   0.6836322758  0.03185732488 
    1031   0.8267712626   0.6816277566  0.03037797452 
    1032   0.8282746519   0.6836322758  0.03006877872 
    1033   0.8267712626   0.6851356651  0.03025940039 
    1034   0.8252678732   0.6836322758  0.03118934803 
    1035   0.8267712626   0.6821288864  0.03021035672 
    1036   0.8278988046   0.6836322758  0.02993714232 
    1037   0.8294021939   0.6836322758  0.03093179262 
    1038   0.8278988046   0.6851356651  0.02962670439 
    1039   0.8299033237   0.6851356651  0.03023166113 
    1040   0.8278988046   0.6871401843  0.02991595413 
    1041   0.8258942854   0.6851356651  0.03123349411 
    1042   0.8278988046    0.683131146  0.03014107406 
    1043   0.8294021939   0.6851356651  0.02987219512 
    1044   0.8278988046   0.6866390545  0.02976830237 
    1045   0.8263954152   0.6851356651  0.03062532025 
    1046   0.8278988046   0.6836322758  0.02993714232 
    1047   0.8290263466   0.6851356651  0.02969381809 
    1048   0.8278988046   0.6862632072  0.02969052451 
    1049   0.8267712626   0.6851356651  0.03025940039 
    1050   0.8278988046   0.6840081231  0.02981715447 
    1051   0.8287444611   0.6851356651   0.0296112767 
    1052   0.8298720031   0.6851356651  0.03020511794 
    1053   0.8287444611   0.6862632072  0.02935917056 
    1054   0.8302478505   0.6862632072  0.02974499706 
    1055   0.8287444611   0.6877665965  0.02941856046 
    1056   0.8272410717   0.6862632072  0.03022023095 
    1057   0.8287444611   0.6847598178  0.02975181657 
    1058   0.8298720031   0.6862632072  0.02953127506 
    1059   0.8287444611   0.6873907492  0.02936133462 
    1060   0.8276169191   0.6862632072  0.02988843968 
    1061   0.8287444611   0.6851356651   0.0296112767 
    1062   0.8295901176   0.6862632072  0.02942233919 
    1063   0.8287444611   0.6871088637  0.02933695577 
    1064   0.8298720031   0.6871088637  0.02919275771 
    1065   0.8313753925   0.6871088637  0.03009578224 
    1066   0.8298720031    0.688612253  0.02894410216 
    1067   0.8318765223    0.688612253  0.02942578852 
    1068   0.8298720031   0.6906167722   0.0293157284 
    1069    0.827867484    0.688612253  0.03068434692 
    1070   0.8298720031   0.6866077339  0.02937609532 
    1071   0.8313753925    0.688612253   0.0290961832 
    1072   0.8298720031   0.6901156424  0.02914748252 
    1073   0.8283686138    0.688612253  0.03004185658 
    1074   0.8298720031   0.6871088637  0.02919275771 
    1075   0.8309995451    0.688612253  0.02894062063 
    1076   0.8325029345    0.688612253  0.03003452288 
    1077   0.8309995451   0.6901156424   0.0285809208 
    1078   0.8330040643   0.6901156424  0.02931657987 
    1079   0.8309995451   0.6921201615  0.02880448801 
    1080    0.828995026   0.6901156424  0.03007380619 
    1081   0.8309995451   0.6881111232    0.029160973 
    1082   0.8325029345   0.6901156424  0.02892286019 
    1083   0.8309995451   0.6916190318  0.02867325689 
    1084   0.8294961558   0.6901156424  0.02949253688 
    1085   0.8309995451    0.688612253  0.02894062063 
    1086   0.8321270872   0.6901156424  0.02871948378 
    1087   0.8309995451   0.6912431844   0.0286077945 
    1088   0.8298720031   0.6901156424  0.02914748252 
    1089   0.8309995451   0.6889881004  0.02880831731 
    1090   0.8318452017   0.6901156424  0.02861858121 
    1091   0.8309995451   0.6909612989  0.02857723824 
    1092   0.8321270872   0.6909612989  0.02839863856 
    1093   0.8336304765   0.6909612989  0.02926164267 
    1094   0.8321270872   0.6924646883  0.02818140012 
    1095   0.8341316063   0.6924646883  0.02860849572 
    1096   0.8321270872   0.6944692074  0.02859491585 
    1097    0.830122568   0.6924646883   0.0299881154 
    1098   0.8321270872   0.6904601691   0.0285715038 
    1099   0.8336304765   0.6924646883  0.02829142199 
    1100   0.8321270872   0.6939680776   0.0284161976 
    1101   0.8306236978   0.6924646883  0.02932789608 
    1102   0.8321270872   0.6909612989  0.02839863856 
    1103   0.8332546292   0.6924646883  0.02814574674 
    1104   0.8347580186   0.6924646883  0.02920261365 
    1105   0.8332546292   0.6939680776  0.02781593495 
    1106   0.8352591483   0.6939680776  0.02850098644 
    1107   0.8332546292   0.6959725968  0.02807935288 
    1108     0.83125011   0.6939680776  0.02937133219 
    1109   0.8332546292   0.6919635585  0.02835613643 
    1110   0.8347580186   0.6939680776  0.02811880024 
    1111   0.8332546292    0.695471467  0.02793815908 
    1112   0.8317512398   0.6939680776  0.02877332128 
    1113   0.8332546292   0.6924646883  0.02814574674 
    1114   0.8343821712   0.6939680776  0.02792456359 
    1115   0.8332546292   0.6950956197  0.02786522468 
    1116   0.8321270872   0.6939680776   0.0284161976 
    1117   0.8332546292   0.6928405356  0.02802091542 
    1118   0.8341002857   0.6939680776  0.02783079106 
    1119   0.8332546292   0.6948137342  0.02782906442 
    1120   0.8324089727   0.6939680776  0.02819983011 
    1121   0.8332546292   0.6931224211  0.02794583247 
    1122   0.8338888716   0.6939680776  0.02778962795 
    1123   0.8347345281   0.6939680776  0.02810434151 
    1124   0.8338888716   0.6948137342  0.02762392253 
    1125   0.8350164136   0.6948137342  0.02781429825 
    1126   0.8338888716   0.6959412762  0.02762546839 
    1127   0.8327613296   0.6948137342  0.02814362119 
    1128   0.8338888716   0.6936861921  0.02787664686 
    1129   0.8347345281   0.6948137342  0.02769997791 
    1130   0.8338888716   0.6956593907  0.02760124409 
    1131   0.8350164136   0.6956593907  0.02747335515 
