%eval_id interface              w              t              L              p              E              X              Y           mass         stress   displacement 
508          NO_ID            0.8              1              6            400       23000000             60             80     1.11111111         116250  0.00578710556 
509          NO_ID              1              1              6            400       23000000             60             80     1.38888889          84000  0.00375652174 
510          NO_ID            1.2              1              6            400       23000000             60             80     1.66666667          65000  0.00282366451 
511          NO_ID            0.8            1.2              6            400       23000000             60             80     1.33333333     88541.6667  0.00426422686 
512          NO_ID              1            1.2              6            400       23000000             60             80     1.66666667     63333.3333  0.00255977315 
513          NO_ID            1.2            1.2              6            400       23000000             60             80              2     48611.1111   0.0018115942 
514          NO_ID            0.8            0.8              4            500       23000000             60             80    0.740740741       164062.5   0.0027173913 
515          NO_ID              1            0.8              4            500       23000000             60             80    0.925925926         120000  0.00192910256 
516          NO_ID            1.2            0.8              4            500       23000000             60             80     1.11111111          93750  0.00152767037 
517          NO_ID            0.8              1              4            500       23000000             60             80    0.925925926         116250  0.00171469794 
518          NO_ID              1              1              4            500       23000000             60             80     1.15740741          84000  0.00111304348 
519          NO_ID            1.2              1              4            500       23000000             60             80     1.38888889          65000 0.000836641337 
520          NO_ID            0.8            1.2              4            500       23000000             60             80     1.11111111     88541.6667  0.00126347462 
521          NO_ID              1            1.2              4            500       23000000             60             80     1.38888889     63333.3333 0.000758451303 
522          NO_ID            1.2            1.2              4            500       23000000             60             80     1.66666667     48611.1111 0.000536768653 
523          NO_ID            0.8            0.8              5            500       23000000             60             80    0.925925926       164062.5  0.00530740489 
524          NO_ID              1            0.8              5            500       23000000             60             80     1.15740741         120000  0.00376777843 
525          NO_ID            1.2            0.8              5            500       23000000             60             80     1.38888889          93750  0.00298373119 
526          NO_ID            0.8              1              5            500       23000000             60             80     1.15740741         116250  0.00334901942 
527          NO_ID              1              1              5            500       23000000             60             80     1.44675926          84000  0.00217391304 
528          NO_ID            1.2              1              5            500       23000000             60             80     1.73611111          65000  0.00163406511 
529          NO_ID            0.8            1.2              5            500       23000000             60             80     1.38888889     88541.6667  0.00246772387 
530          NO_ID              1            1.2              5            500       23000000             60             80     1.73611111     63333.3333   0.0014813502 
531          NO_ID            1.2            1.2              5            500       23000000             60             80     2.08333333     48611.1111  0.00104837627 
532          NO_ID            0.8            0.8              6            500       23000000             60             80     1.11111111       164062.5  0.00917119565 
533          NO_ID              1            0.8              6            500       23000000             60             80     1.38888889         120000  0.00651072113 
534          NO_ID            1.2            0.8              6            500       23000000             60             80     1.66666667          93750  0.00515588749 
535          NO_ID            0.8              1              6            500       23000000             60             80     1.38888889         116250  0.00578710556 
536          NO_ID              1              1              6            500       23000000             60             80     1.73611111          84000  0.00375652174 
537          NO_ID            1.2              1              6            500       23000000             60             80     2.08333333          65000  0.00282366451 
538          NO_ID            0.8            1.2              6            500       23000000             60             80     1.66666667     88541.6667  0.00426422686 
539          NO_ID              1            1.2              6            500       23000000             60             80     2.08333333     63333.3333  0.00255977315 
540          NO_ID            1.2            1.2              6            500       23000000             60             80            2.5     48611.1111   0.0018115942 
541          NO_ID            0.8            0.8              4            600       23000000             60             80    0.888888889       164062.5   0.0027173913 
542          NO_ID              1            0.8              4            600       23000000             60             80     1.11111111         120000  0.00192910256 
543          NO_ID            1.2            0.8              4            600       23000000             60             80     1.33333333          93750  0.00152767037 
544          NO_ID            0.8              1              4            600       23000000             60             80     1.11111111         116250  0.00171469794 
545          NO_ID              1              1              4            600       23000000             60             80     1.38888889          84000  0.00111304348 
546          NO_ID            1.2              1              4            600       23000000             60             80     1.66666667          65000 0.000836641337 
547          NO_ID            0.8            1.2              4            600       23000000             60             80     1.33333333     88541.6667  0.00126347462 
548          NO_ID              1            1.2              4            600       23000000             60             80     1.66666667     63333.3333 0.000758451303 
549          NO_ID            1.2            1.2              4            600       23000000             60             80              2     48611.1111 0.000536768653 
550          NO_ID            0.8            0.8              5            600       23000000             60             80     1.11111111       164062.5  0.00530740489 
551          NO_ID              1            0.8              5            600       23000000             60             80     1.38888889         120000  0.00376777843 
552          NO_ID            1.2            0.8              5            600       23000000             60             80     1.66666667          93750  0.00298373119 
553          NO_ID            0.8              1              5            600       23000000             60             80     1.38888889         116250  0.00334901942 
554          NO_ID              1              1              5            600       23000000             60             80     1.73611111          84000  0.00217391304 
555          NO_ID            1.2              1              5            600       23000000             60             80     2.08333333          65000  0.00163406511 
556          NO_ID            0.8            1.2              5            600       23000000             60             80     1.66666667     88541.6667  0.00246772387 
557          NO_ID              1            1.2              5            600       23000000             60             80     2.08333333     63333.3333   0.0014813502 
558          NO_ID            1.2            1.2              5            600       23000000             60             80            2.5     48611.1111  0.00104837627 
559          NO_ID            0.8            0.8              6            600       23000000             60             80     1.33333333       164062.5  0.00917119565 
560          NO_ID              1            0.8              6            600       23000000             60             80     1.66666667         120000  0.00651072113 
561          NO_ID            1.2            0.8              6            600       23000000             60             80              2          93750  0.00515588749 
562          NO_ID            0.8              1              6            600       23000000             60             80     1.66666667         116250  0.00578710556 
563          NO_ID              1              1              6            600       23000000             60             80     2.08333333          84000  0.00375652174 
564          NO_ID            1.2              1              6            600       23000000             60             80            2.5          65000  0.00282366451 
565          NO_ID            0.8            1.2              6            600       23000000             60             80              2     88541.6667  0.00426422686 
566          NO_ID              1            1.2              6            600       23000000             60             80            2.5     63333.3333  0.00255977315 
567          NO_ID            1.2            1.2              6            600       23000000             60             80              3     48611.1111   0.0018115942 
568          NO_ID            0.8            0.8              4            400       29000000             60             80    0.592592593       164062.5  0.00215517241 
569          NO_ID              1            0.8              4            400       29000000             60             80    0.740740741         120000  0.00152997789 
570          NO_ID            1.2            0.8              4            400       29000000             60             80    0.888888889          93750  0.00121160064 
571          NO_ID            0.8              1              4            400       29000000             60             80    0.740740741         116250  0.00135993285 
572          NO_ID              1              1              4            400       29000000             60             80    0.925925926          84000 0.000882758621 
573          NO_ID            1.2              1              4            400       29000000             60             80     1.11111111          65000  0.00066354313 
574          NO_ID            0.8            1.2              4            400       29000000             60             80    0.888888889     88541.6667  0.00100206608 
575          NO_ID              1            1.2              4            400       29000000             60             80     1.11111111     63333.3333 0.000601530344 
576          NO_ID            1.2            1.2              4            400       29000000             60             80     1.33333333     48611.1111 0.000425713069 
577          NO_ID            0.8            0.8              5            400       29000000             60             80    0.740740741       164062.5  0.00420932112 
578          NO_ID              1            0.8              5            400       29000000             60             80    0.925925926         120000  0.00298823807 
579          NO_ID            1.2            0.8              5            400       29000000             60             80     1.11111111          93750  0.00236640749 
580          NO_ID            0.8              1              5            400       29000000             60             80    0.925925926         116250  0.00265611885 
581          NO_ID              1              1              5            400       29000000             60             80     1.15740741          84000  0.00172413793 
582          NO_ID            1.2              1              5            400       29000000             60             80     1.38888889          65000  0.00129598268 
583          NO_ID            0.8            1.2              5            400       29000000             60             80     1.11111111     88541.6667  0.00195716031 
584          NO_ID              1            1.2              5            400       29000000             60             80     1.38888889     63333.3333  0.00117486395 
585          NO_ID            1.2            1.2              5            400       29000000             60             80     1.66666667     48611.1111 0.000831470839 
586          NO_ID            0.8            0.8              6            400       29000000             60             80    0.888888889       164062.5   0.0072737069 
587          NO_ID              1            0.8              6            400       29000000             60             80     1.11111111         120000  0.00516367538 
588          NO_ID            1.2            0.8              6            400       29000000             60             80     1.33333333          93750  0.00408915215 
589          NO_ID            0.8              1              6            400       29000000             60             80     1.11111111         116250  0.00458977337 
590          NO_ID              1              1              6            400       29000000             60             80     1.38888889          84000  0.00297931034 
591          NO_ID            1.2              1              6            400       29000000             60             80     1.66666667          65000  0.00223945806 
592          NO_ID            0.8            1.2              6            400       29000000             60             80     1.33333333     88541.6667  0.00338197302 
593          NO_ID              1            1.2              6            400       29000000             60             80     1.66666667     63333.3333  0.00203016491 
594          NO_ID            1.2            1.2              6            400       29000000             60             80              2     48611.1111  0.00143678161 
595          NO_ID            0.8            0.8              4            500       29000000             60             80    0.740740741       164062.5  0.00215517241 
596          NO_ID              1            0.8              4            500       29000000             60             80    0.925925926         120000  0.00152997789 
597          NO_ID            1.2            0.8              4            500       29000000             60             80     1.11111111          93750  0.00121160064 
598          NO_ID            0.8              1              4            500       29000000             60             80    0.925925926         116250  0.00135993285 
599          NO_ID              1              1              4            500       29000000             60             80     1.15740741          84000 0.000882758621 
600          NO_ID            1.2              1              4            500       29000000             60             80     1.38888889          65000  0.00066354313 
601          NO_ID            0.8            1.2              4            500       29000000             60             80     1.11111111     88541.6667  0.00100206608 
602          NO_ID              1            1.2              4            500       29000000             60             80     1.38888889     63333.3333 0.000601530344 
603          NO_ID            1.2            1.2              4            500       29000000             60             80     1.66666667     48611.1111 0.000425713069 
604          NO_ID            0.8            0.8              5            500       29000000             60             80    0.925925926       164062.5  0.00420932112 
605          NO_ID              1            0.8              5            500       29000000             60             80     1.15740741         120000  0.00298823807 
606          NO_ID            1.2            0.8              5            500       29000000             60             80     1.38888889          93750  0.00236640749 
607          NO_ID            0.8              1              5            500       29000000             60             80     1.15740741         116250  0.00265611885 
608          NO_ID              1              1              5            500       29000000             60             80     1.44675926          84000  0.00172413793 
609          NO_ID            1.2              1              5            500       29000000             60             80     1.73611111          65000  0.00129598268 
610          NO_ID            0.8            1.2              5            500       29000000             60             80     1.38888889     88541.6667  0.00195716031 
611          NO_ID              1            1.2              5            500       29000000             60             80     1.73611111     63333.3333  0.00117486395 
612          NO_ID            1.2            1.2              5            500       29000000             60             80     2.08333333     48611.1111 0.000831470839 
613          NO_ID            0.8            0.8              6            500       29000000             60             80     1.11111111       164062.5   0.0072737069 
614          NO_ID              1            0.8              6            500       29000000             60             80     1.38888889         120000  0.00516367538 
615          NO_ID            1.2            0.8              6            500       29000000             60             80     1.66666667          93750  0.00408915215 
616          NO_ID            0.8              1              6            500       29000000             60             80     1.38888889         116250  0.00458977337 
617          NO_ID              1              1              6            500       29000000             60             80     1.73611111          84000  0.00297931034 
618          NO_ID            1.2              1              6            500       29000000             60             80     2.08333333          65000  0.00223945806 
619          NO_ID            0.8            1.2              6            500       29000000             60             80     1.66666667     88541.6667  0.00338197302 
620          NO_ID              1            1.2              6            500       29000000             60             80     2.08333333     63333.3333  0.00203016491 
621          NO_ID            1.2            1.2              6            500       29000000             60             80            2.5     48611.1111  0.00143678161 
622          NO_ID            0.8            0.8              4            600       29000000             60             80    0.888888889       164062.5  0.00215517241 
623          NO_ID              1            0.8              4            600       29000000             60             80     1.11111111         120000  0.00152997789 
624          NO_ID            1.2            0.8              4            600       29000000             60             80     1.33333333          93750  0.00121160064 
625          NO_ID            0.8              1              4            600       29000000             60             80     1.11111111         116250  0.00135993285 
626          NO_ID              1              1              4            600       29000000             60             80     1.38888889          84000 0.000882758621 
627          NO_ID            1.2              1              4            600       29000000             60             80     1.66666667          65000  0.00066354313 
628          NO_ID            0.8            1.2              4            600       29000000             60             80     1.33333333     88541.6667  0.00100206608 
629          NO_ID              1            1.2              4            600       29000000             60             80     1.66666667     63333.3333 0.000601530344 
630          NO_ID            1.2            1.2              4            600       29000000             60             80              2     48611.1111 0.000425713069 
631          NO_ID            0.8            0.8              5            600       29000000             60             80     1.11111111       164062.5  0.00420932112 
632          NO_ID              1            0.8              5            600       29000000             60             80     1.38888889         120000  0.00298823807 
633          NO_ID            1.2            0.8              5            600       29000000             60             80     1.66666667          93750  0.00236640749 
634          NO_ID            0.8              1              5            600       29000000             60             80     1.38888889         116250  0.00265611885 
635          NO_ID              1              1              5            600       29000000             60             80     1.73611111          84000  0.00172413793 
636          NO_ID            1.2              1              5            600       29000000             60             80     2.08333333          65000  0.00129598268 
637          NO_ID            0.8            1.2              5            600       29000000             60             80     1.66666667     88541.6667  0.00195716031 
638          NO_ID              1            1.2              5            600       29000000             60             80     2.08333333     63333.3333  0.00117486395 
639          NO_ID            1.2            1.2              5            600       29000000             60             80            2.5     48611.1111 0.000831470839 
640          NO_ID            0.8            0.8              6            600       29000000             60             80     1.33333333       164062.5   0.0072737069 
641          NO_ID              1            0.8              6            600       29000000             60             80     1.66666667         120000  0.00516367538 
642          NO_ID            1.2            0.8              6            600       29000000             60             80              2          93750  0.00408915215 
643          NO_ID            0.8              1              6            600       29000000             60             80     1.66666667         116250  0.00458977337 
644          NO_ID              1              1              6            600       29000000             60             80     2.08333333          84000  0.00297931034 
645          NO_ID            1.2              1              6            600       29000000             60             80            2.5          65000  0.00223945806 
646          NO_ID            0.8            1.2              6            600       29000000             60             80              2     88541.6667  0.00338197302 
647          NO_ID              1            1.2              6            600       29000000             60             80            2.5     63333.3333  0.00203016491 
648          NO_ID            1.2            1.2              6            600       29000000             60             80              3     48611.1111  0.00143678161 
649          NO_ID            0.8            0.8              4            400       35000000             60             80    0.592592593       164062.5  0.00178571429 
650          NO_ID              1            0.8              4            400       35000000             60             80    0.740740741         120000  0.00126769597 
651          NO_ID            1.2            0.8              4            400       35000000             60             80    0.888888889          93750  0.00100389767 
652          NO_ID            0.8              1              4            400       35000000             60             80    0.740740741         116250  0.00112680151 
653          NO_ID              1              1              4            400       35000000             60             80    0.925925926          84000 0.000731428571 
654          NO_ID            1.2              1              4            400       35000000             60             80     1.11111111          65000 0.000549792879 
655          NO_ID            0.8            1.2              4            400       35000000             60             80    0.888888889     88541.6667 0.000830283324 
656          NO_ID              1            1.2              4            400       35000000             60             80     1.11111111     63333.3333 0.000498410856 
657          NO_ID            1.2            1.2              4            400       35000000             60             80     1.33333333     48611.1111 0.000352733686 
658          NO_ID            0.8            0.8              5            400       35000000             60             80    0.740740741       164062.5  0.00348772321 
659          NO_ID              1            0.8              5            400       35000000             60             80    0.925925926         120000  0.00247596868 
660          NO_ID            1.2            0.8              5            400       35000000             60             80     1.11111111          93750  0.00196073764 
661          NO_ID            0.8              1              5            400       35000000             60             80    0.925925926         116250  0.00220078419 
662          NO_ID              1              1              5            400       35000000             60             80     1.15740741          84000  0.00142857143 
663          NO_ID            1.2              1              5            400       35000000             60             80     1.38888889          65000  0.00107381422 
664          NO_ID            0.8            1.2              5            400       35000000             60             80     1.11111111     88541.6667  0.00162164712 
665          NO_ID              1            1.2              5            400       35000000             60             80     1.38888889     63333.3333 0.000973458703 
666          NO_ID            1.2            1.2              5            400       35000000             60             80     1.66666667     48611.1111 0.000688932981 
667          NO_ID            0.8            0.8              6            400       35000000             60             80    0.888888889       164062.5  0.00602678571 
668          NO_ID              1            0.8              6            400       35000000             60             80     1.11111111         120000  0.00427847388 
669          NO_ID            1.2            0.8              6            400       35000000             60             80     1.33333333          93750  0.00338815464 
670          NO_ID            0.8              1              6            400       35000000             60             80     1.11111111         116250  0.00380295508 
671          NO_ID              1              1              6            400       35000000             60             80     1.38888889          84000  0.00246857143 
672          NO_ID            1.2              1              6            400       35000000             60             80     1.66666667          65000  0.00185555097 
673          NO_ID            0.8            1.2              6            400       35000000             60             80     1.33333333     88541.6667  0.00280220622 
674          NO_ID              1            1.2              6            400       35000000             60             80     1.66666667     63333.3333  0.00168213664 
675          NO_ID            1.2            1.2              6            400       35000000             60             80              2     48611.1111  0.00119047619 
676          NO_ID            0.8            0.8              4            500       35000000             60             80    0.740740741       164062.5  0.00178571429 
677          NO_ID              1            0.8              4            500       35000000             60             80    0.925925926         120000  0.00126769597 
678          NO_ID            1.2            0.8              4            500       35000000             60             80     1.11111111          93750  0.00100389767 
679          NO_ID            0.8              1              4            500       35000000             60             80    0.925925926         116250  0.00112680151 
680          NO_ID              1              1              4            500       35000000             60             80     1.15740741          84000 0.000731428571 
681          NO_ID            1.2              1              4            500       35000000             60             80     1.38888889          65000 0.000549792879 
682          NO_ID            0.8            1.2              4            500       35000000             60             80     1.11111111     88541.6667 0.000830283324 
683          NO_ID              1            1.2              4            500       35000000             60             80     1.38888889     63333.3333 0.000498410856 
684          NO_ID            1.2            1.2              4            500       35000000             60             80     1.66666667     48611.1111 0.000352733686 
685          NO_ID            0.8            0.8              5            500       35000000             60             80    0.925925926       164062.5  0.00348772321 
686          NO_ID              1            0.8              5            500       35000000             60             80     1.15740741         120000  0.00247596868 
687          NO_ID            1.2            0.8              5            500       35000000             60             80     1.38888889          93750  0.00196073764 
688          NO_ID            0.8              1              5            500       35000000             60             80     1.15740741         116250  0.00220078419 
689          NO_ID              1              1              5            500       35000000             60             80     1.44675926          84000  0.00142857143 
690          NO_ID            1.2              1              5            500       35000000             60             80     1.73611111          65000  0.00107381422 
691          NO_ID            0.8            1.2              5            500       35000000             60             80     1.38888889     88541.6667  0.00162164712 
692          NO_ID              1            1.2              5            500       35000000             60             80     1.73611111     63333.3333 0.000973458703 
693          NO_ID            1.2            1.2              5            500       35000000             60             80     2.08333333     48611.1111 0.000688932981 
694          NO_ID            0.8            0.8              6            500       35000000             60             80     1.11111111       164062.5  0.00602678571 
695          NO_ID              1            0.8              6            500       35000000             60             80     1.38888889         120000  0.00427847388 
696          NO_ID            1.2            0.8              6            500       35000000             60             80     1.66666667          93750  0.00338815464 
697          NO_ID            0.8              1              6            500       35000000             60             80     1.38888889         116250  0.00380295508 
698          NO_ID              1              1              6            500       35000000             60             80     1.73611111          84000  0.00246857143 
699          NO_ID            1.2              1              6            500       35000000             60             80     2.08333333          65000  0.00185555097 
700          NO_ID            0.8            1.2              6            500       35000000             60             80     1.66666667     88541.6667  0.00280220622 
701          NO_ID              1            1.2              6            500       35000000             60             80     2.08333333     63333.3333  0.00168213664 
702          NO_ID            1.2            1.2              6            500       35000000             60             80            2.5     48611.1111  0.00119047619 
703          NO_ID            0.8            0.8              4            600       35000000             60             80    0.888888889       164062.5  0.00178571429 
704          NO_ID              1            0.8              4            600       35000000             60             80     1.11111111         120000  0.00126769597 
705          NO_ID            1.2            0.8              4            600       35000000             60             80     1.33333333          93750  0.00100389767 
706          NO_ID            0.8              1              4            600       35000000             60             80     1.11111111         116250  0.00112680151 
707          NO_ID              1              1              4            600       35000000             60             80     1.38888889          84000 0.000731428571 
708          NO_ID            1.2              1              4            600       35000000             60             80     1.66666667          65000 0.000549792879 
709          NO_ID            0.8            1.2              4            600       35000000             60             80     1.33333333     88541.6667 0.000830283324 
710          NO_ID              1            1.2              4            600       35000000             60             80     1.66666667     63333.3333 0.000498410856 
711          NO_ID            1.2            1.2              4            600       35000000             60             80              2     48611.1111 0.000352733686 
712          NO_ID            0.8            0.8              5            600       35000000             60             80     1.11111111       164062.5  0.00348772321 
713          NO_ID              1            0.8              5            600       35000000             60             80     1.38888889         120000  0.00247596868 
714          NO_ID            1.2            0.8              5            600       35000000             60             80     1.66666667          93750  0.00196073764 
715          NO_ID            0.8              1              5            600       35000000             60             80     1.38888889         116250  0.00220078419 
716          NO_ID              1              1              5            600       35000000             60             80     1.73611111          84000  0.00142857143 
717          NO_ID            1.2              1              5            600       35000000             60             80     2.08333333          65000  0.00107381422 
718          NO_ID            0.8            1.2              5            600       35000000             60             80     1.66666667     88541.6667  0.00162164712 
719          NO_ID              1            1.2              5            600       35000000             60             80     2.08333333     63333.3333 0.000973458703 
720          NO_ID            1.2            1.2              5            600       35000000             60             80            2.5     48611.1111 0.000688932981 
721          NO_ID            0.8            0.8              6            600       35000000             60             80     1.33333333       164062.5  0.00602678571 
722          NO_ID              1            0.8              6            600       35000000             60             80     1.66666667         120000  0.00427847388 
723          NO_ID            1.2            0.8              6            600       35000000             60             80              2          93750  0.00338815464 
724          NO_ID            0.8              1              6            600       35000000             60             80     1.66666667         116250  0.00380295508 
725          NO_ID              1              1              6            600       35000000             60             80     2.08333333          84000  0.00246857143 
726          NO_ID            1.2              1              6            600       35000000             60             80            2.5          65000  0.00185555097 
727          NO_ID            0.8            1.2              6            600       35000000             60             80              2     88541.6667  0.00280220622 
728          NO_ID              1            1.2              6            600       35000000             60             80            2.5     63333.3333  0.00168213664 
729          NO_ID            1.2            1.2              6            600       35000000             60             80              3     48611.1111  0.00119047619 
730          NO_ID            0.8            0.8              4            400       23000000             40            100    0.592592593       164062.5     0.00292672 
731          NO_ID              1            0.8              4            400       23000000             40            100    0.740740741         123750  0.00224401746 
732          NO_ID            1.2            0.8              4            400       23000000             40            100    0.888888889     98958.3333  0.00183999918 
733          NO_ID            0.8              1              4            400       23000000             40            100    0.740740741         112500  0.00164069237 
734          NO_ID              1              1              4            400       23000000             40            100    0.925925926          84000  0.00119878451 
735          NO_ID            1.2              1              4            400       23000000             40            100     1.11111111     66666.6667 0.000962655933 
736          NO_ID            0.8            1.2              4            400       23000000             40            100    0.888888889     83333.3333  0.00108322255 
737          NO_ID              1            1.2              4            400       23000000             40            100     1.11111111     61666.6667 0.000743333975 
738          NO_ID            1.2            1.2              4            400       23000000             40            100     1.33333333     48611.1111 0.000578117532 
739          NO_ID            0.8            0.8              5            400       23000000             40            100    0.740740741       164062.5  0.00571625001 
740          NO_ID              1            0.8              5            400       23000000             40            100    0.925925926         123750   0.0043828466 
741          NO_ID            1.2            0.8              5            400       23000000             40            100     1.11111111     98958.3333  0.00359374839 
742          NO_ID            0.8              1              5            400       23000000             40            100    0.925925926         112500  0.00320447729 
743          NO_ID              1              1              5            400       23000000             40            100     1.15740741          84000    0.002341376 
744          NO_ID            1.2              1              5            400       23000000             40            100     1.38888889     66666.6667  0.00188018737 
745          NO_ID            0.8            1.2              5            400       23000000             40            100     1.11111111     83333.3333  0.00211566904 
746          NO_ID              1            1.2              5            400       23000000             40            100     1.38888889     61666.6667  0.00145182417 
747          NO_ID            1.2            1.2              5            400       23000000             40            100     1.66666667     48611.1111   0.0011291358 
748          NO_ID            0.8            0.8              6            400       23000000             40            100    0.888888889       164062.5  0.00987768001 
749          NO_ID              1            0.8              6            400       23000000             40            100     1.11111111         123750  0.00757355893 
750          NO_ID            1.2            0.8              6            400       23000000             40            100     1.33333333     98958.3333  0.00620999722 
751          NO_ID            0.8              1              6            400       23000000             40            100     1.11111111         112500  0.00553733675 
752          NO_ID              1              1              6            400       23000000             40            100     1.38888889          84000  0.00404589773 
753          NO_ID            1.2              1              6            400       23000000             40            100     1.66666667     66666.6667  0.00324896377 
754          NO_ID            0.8            1.2              6            400       23000000             40            100     1.33333333     83333.3333   0.0036558761 
755          NO_ID              1            1.2              6            400       23000000             40            100     1.66666667     61666.6667  0.00250875217 
756          NO_ID            1.2            1.2              6            400       23000000             40            100              2     48611.1111  0.00195114667 
757          NO_ID            0.8            0.8              4            500       23000000             40            100    0.740740741       164062.5     0.00292672 
758          NO_ID              1            0.8              4            500       23000000             40            100    0.925925926         123750  0.00224401746 
759          NO_ID            1.2            0.8              4            500       23000000             40            100     1.11111111     98958.3333  0.00183999918 
760          NO_ID            0.8              1              4            500       23000000             40            100    0.925925926         112500  0.00164069237 
761          NO_ID              1              1              4            500       23000000             40            100     1.15740741          84000  0.00119878451 
762          NO_ID            1.2              1              4            500       23000000             40            100     1.38888889     66666.6667 0.000962655933 
763          NO_ID            0.8            1.2              4            500       23000000             40            100     1.11111111     83333.3333  0.00108322255 
764          NO_ID              1            1.2              4            500       23000000             40            100     1.38888889     61666.6667 0.000743333975 
765          NO_ID            1.2            1.2              4            500       23000000             40            100     1.66666667     48611.1111 0.000578117532 
766          NO_ID            0.8            0.8              5            500       23000000             40            100    0.925925926       164062.5  0.00571625001 
767          NO_ID              1            0.8              5            500       23000000             40            100     1.15740741         123750   0.0043828466 
768          NO_ID            1.2            0.8              5            500       23000000             40            100     1.38888889     98958.3333  0.00359374839 
769          NO_ID            0.8              1              5            500       23000000             40            100     1.15740741         112500  0.00320447729 
770          NO_ID              1              1              5            500       23000000             40            100     1.44675926          84000    0.002341376 
771          NO_ID            1.2              1              5            500       23000000             40            100     1.73611111     66666.6667  0.00188018737 
772          NO_ID            0.8            1.2              5            500       23000000             40            100     1.38888889     83333.3333  0.00211566904 
